property_id,property_title,rating,review,description
789,Dabshots,89,"Supplement Left Tibia with Autologous Tissue Substitute, Open Approach","Puncture wound with foreign body of abdominal wall, periumbilic region with penetration into peritoneal cavity, subsequent encounter"
790,Wordware,20,"Revision of Infusion Device in Right Pleural Cavity, Percutaneous Endoscopic Approach",Infections of kidney in pregnancy
791,Oba,59,"Fusion of Right Toe Phalangeal Joint with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",Keratoconjunctivitis
792,Tagfeed,80,"Reattachment of Left Lower Eyelid, External Approach",Unspecified physeal fracture of unspecified metatarsal
793,Gevee,6,"Occlusion of Splenic Artery with Extraluminal Device, Open Approach","Chronic osteomyelitis with draining sinus, right femur"
794,Blogpad,38,"Division of Peroneal Nerve, Open Approach","Laceration with foreign body, right lower leg"
795,Viva,92,"Chiropractic Manipulation of Upper Extremities, Indirect Visceral","Primary osteoarthritis, unspecified shoulder"
796,Dabvine,65,"Extirpation of Matter from Upper Lip, External Approach",Burn of second degree of right upper arm
797,Tagtune,24,"Excision of Left External Carotid Artery, Open Approach, Diagnostic",Atherosclerosis of native arteries of the extremities
798,Oyoloo,96,"Division of Nasal Turbinate, Percutaneous Approach",Acute bronchitis due to other specified organisms
799,Wikivu,50,"Removal of Internal Fixation Device from Left Clavicle, Percutaneous Approach","Nondisplaced fracture of lower epiphysis (separation) of left femur, subsequent encounter for open fracture type I or II with malunion"
800,Dabjam,62,"Removal of Infusion Device from Male Perineum, External Approach","Other contact with turkey, subsequent encounter"
801,Jabbercube,97,"Chiropractic Manipulation of Lower Extremities, Direct Visceral","Displaced segmental fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with routine healing"
802,Avavee,26,"Fusion of Occipital-cervical Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach","Pressure ulcer of right heel, stage 4"
803,Jatri,49,"Dilation of Upper Artery, Bifurcation, Percutaneous Approach","Hemarthrosis, hip"
804,Twitterbeat,75,"Bypass Right Internal Iliac Artery to Foot Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach","Transient retinal artery occlusion, right eye"
805,Twitterbeat,99,"Introduction of Destructive Agent into Genitourinary Tract, Percutaneous Approach","Strain of muscle, fascia and tendon at neck level"
806,Zoonoodle,81,"Bypass Jejunum to Anus with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic","Poisoning by antiallergic and antiemetic drugs, intentional self-harm, sequela"
807,Cogilith,16,"Occlusion of Pelvis Lymphatic with Extraluminal Device, Open Approach",Hereditary persistence of fetal hemoglobin [HPFH]
808,Eidel,50,"Dilation of Left Temporal Artery, Percutaneous Approach","Arthropathy following intestinal bypass, unspecified hip"
809,Tekfly,59,"Supplement Right Nipple with Nonautologous Tissue Substitute, Percutaneous Approach","Puncture wound with foreign body of left ring finger without damage to nail, sequela"
810,Viva,19,"Extirpation of Matter from Left Inferior Parathyroid Gland, Percutaneous Endoscopic Approach","Displaced fracture of pisiform, unspecified wrist, sequela"
811,Youspan,34,"Drainage of Nasal Septum, Open Approach, Diagnostic","Rupture of synovium, unspecified toe(s)"
812,Trudeo,17,"Revision of Autologous Tissue Substitute in Testis, Via Natural or Artificial Opening Endoscopic","Laceration of adductor muscle, fascia and tendon of right thigh, initial encounter"
813,Agivu,31,"Excision of Right Fallopian Tube, Open Approach, Diagnostic","Unspecified injury of left quadriceps muscle, fascia and tendon, sequela"
814,Dabjam,16,Stereotactic Gamma Beam Radiosurgery of Uterus,"External constriction, left lesser toe(s)"
815,Avamm,70,"Repair Perineum Muscle, Percutaneous Endoscopic Approach",Critical illness myopathy
816,Browsezoom,13,"Drainage of Right Hip Bursa and Ligament, Percutaneous Approach, Diagnostic",Pain in shoulder
817,Tagtune,46,"Dilation of Left Hand Artery, Bifurcation, with Three Intraluminal Devices, Percutaneous Approach","Motorcycle passenger injured in collision with pedal cycle in nontraffic accident, subsequent encounter"
818,Twimm,23,"Transfer Vagus Nerve to Trigeminal Nerve, Open Approach","Unspecified open wound of right wrist, subsequent encounter"
819,Babbleblab,10,"Replacement of Left Ventricle with Autologous Tissue Substitute, Percutaneous Endoscopic Approach","Burn of second degree of multiple sites of left ankle and foot, initial encounter"
820,Riffpath,100,"Release Perineum Bursa and Ligament, Open Approach","Fibrous dysplasia (monostotic), unspecified shoulder"
821,Chatterbridge,12,Osteopathic Treatment of Upper Extremities using General Mobilization,"Cystocele, lateral"
822,Mycat,40,"Occlusion of Hepatic Vein with Extraluminal Device, Percutaneous Endoscopic Approach","Unspecified pedal cyclist injured in collision with fixed or stationary object in nontraffic accident, initial encounter"
823,Flashdog,56,"Extirpation of Matter from Ulnar Nerve, Percutaneous Endoscopic Approach",Burn of unspecified degree of unspecified elbow
824,Dynabox,37,"Removal of Autologous Tissue Substitute from Left Rib, Open Approach",Cardiac complications of anesthesia during labor and delivery
825,Twimbo,36,"Reposition Stomach, Via Natural or Artificial Opening Endoscopic",Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula
826,Yata,37,"Dilation of Right Common Carotid Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach","Poisoning by other drug primarily affecting the autonomic nervous system, assault, initial encounter"
827,Livetube,45,Planar Nuclear Medicine Imaging of Bilateral Upper Extremity Veins using Technetium 99m (Tc-99m),"Displaced bimalleolar fracture of right lower leg, subsequent encounter for open fracture type I or II with routine healing"
828,Demivee,9,"Dilation of Left Vertebral Artery, Percutaneous Approach","Other specified injury of other blood vessels at wrist and hand level of left arm, sequela"
829,Trudoo,66,"Monitoring of Venous Pulse, Central, Percutaneous Approach","Unspecified disorder of synovium and tendon, right shoulder"
830,Mybuzz,22,"Transfer Sciatic Nerve to Tibial Nerve, Percutaneous Endoscopic Approach","Other cause of strike by thrown, projected or falling object, subsequent encounter"
831,Dabjam,1,"Removal of Synthetic Substitute from Left Metacarpocarpal Joint, Percutaneous Endoscopic Approach","Subluxation of T5/T6 thoracic vertebra, subsequent encounter"
832,Cogidoo,93,"Supplement Right Breast with Synthetic Substitute, Percutaneous Approach",Contact with cat
833,Oozz,76,"Revision of Drainage Device in Thymus, Open Approach","Complete lesion of L4 level of lumbar spinal cord, initial encounter"
834,Dabfeed,70,"Extirpation of Matter from Pudendal Nerve, Open Approach","Nondisplaced fracture of navicular [scaphoid] of right foot, subsequent encounter for fracture with routine healing"
835,Jayo,33,Wheelchair Mobility Assessment using Orthosis,"Maternal care for face, brow and chin presentation, fetus 2"
836,Vinder,55,"Fluoroscopy of Ileal Loop, Ureters and Kidneys","Traumatic cerebral edema with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter"
837,Mynte,59,"Detachment at Right Thumb, High, Open Approach","Unspecified open wound, left hip, subsequent encounter"
838,Trupe,83,"Destruction of Left Upper Femur, Percutaneous Endoscopic Approach","Burn of respiratory tract, part unspecified, sequela"
839,Twitternation,21,"Supplement Lower Gingiva with Autologous Tissue Substitute, External Approach",Crowding of fully erupted teeth
840,Buzzshare,59,"Bypass Cecum to Cecum, Percutaneous Endoscopic Approach","Car driver injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter"
841,Tavu,34,"Release Left Ulnar Artery, Percutaneous Approach",Laceration of Achilles tendon
842,Meeveo,7,"Drainage of Cecum, Open Approach, Diagnostic",Factitious disorder with combined psychological and physical signs and symptoms
843,Divape,30,"Inspection of Left Extraocular Muscle, External Approach",Nonrheumatic aortic (valve) insufficiency
844,Feedbug,21,Tomographic (Tomo) Nuclear Medicine Imaging of Abdomen and Pelvis using Gallium 67 (Ga-67),"Carcinoma in situ of skin of right upper limb, including shoulder"
845,Trupe,100,"Drainage of Nasal Bone, Open Approach, Diagnostic","Unspecified motorcycle rider injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter"
846,Livepath,54,"Drainage of Right Common Iliac Artery, Percutaneous Endoscopic Approach, Diagnostic","Wedge compression fracture of unspecified thoracic vertebra, initial encounter for closed fracture"
847,Devshare,96,"Detachment at Left Foot, Complete 1st Ray, Open Approach","Salter-Harris Type IV physeal fracture of unspecified metatarsal, initial encounter for closed fracture"
848,Innotype,4,"Revision of Drainage Device in Left Metatarsal-Phalangeal Joint, Percutaneous Endoscopic Approach","Sedative, hypnotic or anxiolytic-related abuse"
849,Gigaclub,6,"Drainage of Left Sacroiliac Joint, Percutaneous Approach","Nondisplaced segmental fracture of shaft of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
850,Mudo,60,"Excision of Left Metatarsal, Percutaneous Approach","Person injured in unspecified nonmotor-vehicle accident, traffic"
851,Voonte,84,"Change Drainage Device in Mesentery, External Approach","Unspecified superficial injury of other part of head, sequela"
852,Photojam,7,Packing of Left Thumb using Packing Material,"Contact with sharp glass, undetermined intent, initial encounter"
853,Fivebridge,6,"Extirpation of Matter from Right Metacarpophalangeal Joint, Percutaneous Approach",Laceration with foreign body of unspecified thumb without damage to nail
854,Meedoo,9,"Revision of Bone Growth Stimulator in Lower Bone, External Approach","Person injured in collision between car and bus (traffic), subsequent encounter"
855,Skipfire,88,"Excision of Intracranial Artery, Open Approach, Diagnostic",Nondisplaced unspecified condyle fracture of lower end of right femur
856,Katz,88,"Dilation of Right Femoral Artery with Two Drug-eluting Intraluminal Devices, Open Approach","Traumatic rupture of left ulnocarpal (palmar) ligament, subsequent encounter"
857,Thoughtstorm,65,"Release Left Anterior Tibial Artery, Open Approach",Other mechanical complication of unspecified internal joint prosthesis
858,Tagopia,17,"Ventilation, Respiration and Circulation Assessment of Circulatory System - Whole Body using Aerobic Endurance and Conditioning Equipment","Displaced subtrochanteric fracture of left femur, subsequent encounter for closed fracture with routine healing"
859,Aivee,81,"Reposition Left Wrist Joint with Internal Fixation Device, Percutaneous Endoscopic Approach","Atherosclerosis of nonbiological bypass graft(s) of the extremities with rest pain, right leg"
860,Demimbu,16,"Supplement Heart with Synthetic Substitute, Percutaneous Approach","Nondisplaced fracture of proximal phalanx of left lesser toe(s), subsequent encounter for fracture with malunion"
861,Omba,81,"Reattachment of Left Hand, Open Approach","Unspecified sprain of left shoulder joint, initial encounter"
862,Zoomdog,68,"Bypass Right Ventricle to Right Pulmonary Artery with Zooplastic Tissue, Open Approach","Immersion foot, right foot, subsequent encounter"
863,Katz,5,"Release Upper Tooth, All, Open Approach","Person boarding or alighting from bus injured in collision with other nonmotor vehicle, subsequent encounter"
864,Flipbug,24,"Dilation of Right Ulnar Artery with Intraluminal Device, Open Approach","Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
865,Yozio,98,Computerized Tomography (CT Scan) of Thoracic Spine using High Osmolar Contrast,"Partial traumatic amputation of unspecified great toe, subsequent encounter"
866,Quinu,81,"Restriction of Abdominal Aorta, Bifurcation, Percutaneous Endoscopic Approach",Nephrotic syndrome with focal and segmental glomerular lesions
867,Meeveo,74,"Revision of Synthetic Substitute in Lower Artery, Percutaneous Approach","Minor laceration of body of pancreas, sequela"
868,Oba,66,"Restriction of Splenic Vein with Extraluminal Device, Percutaneous Approach",Keratoconjunctivitis
869,Feedfish,29,"Transfusion of Autologous Hematopoietic Stem Cells into Peripheral Artery, Open Approach",Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting left non-dominant side
870,Jayo,95,"Revision of Synthetic Substitute in Left Lower Extremity, Percutaneous Endoscopic Approach",Traumatic cerebral edema with loss of consciousness of 1 hour to 5 hours 59 minutes
871,Mymm,39,"Release Right Humeral Shaft, Percutaneous Endoscopic Approach",Other congenital malformations of uterus and cervix
872,Zooveo,50,"Revision of Spacer in Right Toe Phalangeal Joint, Percutaneous Approach","Poisoning by other drugs acting on muscles, accidental (unintentional), initial encounter"
873,Trudeo,80,"Excision of Right Tibia, Percutaneous Endoscopic Approach, Diagnostic","Complete traumatic amputation of right forearm, level unspecified, sequela"
874,Omba,71,"Occlusion of Left Hand Artery with Extraluminal Device, Percutaneous Approach","Underdosing of otorhinolaryngological drugs and preparations, sequela"
875,Yotz,39,"Supplement Inferior Mesenteric Artery with Synthetic Substitute, Percutaneous Approach","Other specified injury of unspecified blood vessel at hip and thigh level, unspecified leg, subsequent encounter"
876,Livetube,31,"Excision of Ampulla of Vater, Percutaneous Approach, Diagnostic",Retarded ejaculation
877,Miboo,15,Computerized Tomography (CT Scan) of Left Hand using Other Contrast,Subluxation of metatarsophalangeal joint of right lesser toe(s)
878,Topicshots,76,Beam Radiation of Pancreas using Electrons,"Unspecified trochanteric fracture of right femur, sequela"
879,Quatz,85,"Supplement Right Ventricle with Autologous Tissue Substitute, Percutaneous Approach","Passenger in heavy transport vehicle injured in noncollision transport accident in nontraffic accident, subsequent encounter"
880,Photobean,35,"Transfusion of Autologous Fresh Plasma into Peripheral Artery, Open Approach","Hydroxyapatite deposition disease, right wrist"
881,Kwideo,77,"Fragmentation in Large Intestine, Via Natural or Artificial Opening Endoscopic","Corrosion of third degree of unspecified ear [any part, except ear drum], initial encounter"
882,Gigaclub,50,"Revision of Drainage Device in Trachea, External Approach","Burn of second degree of right palm, initial encounter"
883,Feedfish,30,"Revision of Monitoring Device in Kidney, Via Natural or Artificial Opening Endoscopic",Pain in right wrist
884,Yodel,88,"Bypass Left Common Iliac Artery to Bilateral Femoral Arteries with Synthetic Substitute, Open Approach","Corrosion of third degree of multiple sites of right shoulder and upper limb, except wrist and hand, sequela"
885,Jabbersphere,37,"Supplement Right Extraocular Muscle with Nonautologous Tissue Substitute, Percutaneous Approach","Unspecified fracture of unspecified ischium, subsequent encounter for fracture with delayed healing"
886,Dazzlesphere,79,"Fluoroscopy of Right Common Carotid Artery using Other Contrast, Laser Intraoperative",Stressful work schedule
887,Mudo,74,"Excision of Left External Carotid Artery, Percutaneous Approach","Other fish poisoning, assault, initial encounter"
888,Bubblemix,86,"Extirpation of Matter from Left Clavicle, Open Approach","Puncture wound without foreign body of other part of head, subsequent encounter"
889,Riffpath,22,"Extirpation of Matter from Brain, Open Approach",Atherosclerosis of nonautologous biological bypass graft(s) of the left leg with ulceration of ankle
890,Twitterbridge,13,Removal of Pressure Dressing on Left Upper Extremity,"Nondisplaced segmental fracture of shaft of unspecified fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC"
891,Edgeblab,9,"Insertion of Radioactive Element into Left Elbow Region, Open Approach","Benign neoplasm of bone and articular cartilage, unspecified"
892,Aibox,58,"Dilation of Left Internal Mammary Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Open Approach",Eczema herpeticum
893,Blognation,79,"Drainage of Bilateral Ovaries with Drainage Device, Percutaneous Endoscopic Approach",Periostitis of bilateral orbits
894,Cogibox,44,"Excision of Left Upper Leg, Open Approach","Toxic effect of smoke, intentional self-harm"
895,Thoughtstorm,41,"Replacement of Gastric Vein with Autologous Tissue Substitute, Open Approach","Other specified injury of unspecified renal vein, subsequent encounter"
896,Camido,93,"Supplement Right Shoulder Tendon with Synthetic Substitute, Percutaneous Endoscopic Approach",Venous insufficiency (chronic) (peripheral)
897,Trudeo,29,"Removal of Internal Fixation Device from Left Acetabulum, Percutaneous Approach","Minor laceration of liver, sequela"
898,Skipfire,78,"Repair Right Ankle Region, Percutaneous Approach",Non-pressure chronic ulcer of other part of unspecified lower leg with unspecified severity
899,Yata,77,"Supplement Left Femoral Shaft with Autologous Tissue Substitute, Open Approach","Intermittent hydrarthrosis, left wrist"
900,Youspan,78,"Removal of Artificial Sphincter from Anus, Percutaneous Endoscopic Approach","Crushing injury of left lower leg, sequela"
901,Kamba,74,Tomographic (Tomo) Nuclear Medicine Imaging of Pelvic Region using Iodine 131 (I-131),Stenosis of right lacrimal punctum
902,Gabcube,41,"Excision of Cecum, Via Natural or Artificial Opening, Diagnostic","Jumping or diving into unspecified water causing other injury, subsequent encounter"
903,Babbleblab,86,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, Percutaneous Approach","Military operations involving unarmed hand to hand combat, military personnel, sequela"
904,Katz,87,"Dilation of Superior Mesenteric Artery with Three Intraluminal Devices, Percutaneous Endoscopic Approach",Corrosions involving 80-89% of body surface with 10-19% third degree corrosion
905,Jamia,66,"Supplement Pancreatic Duct with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",Burn with resulting rupture and destruction of eyeball
906,Youbridge,42,"Replacement of Right Knee Joint with Unicondylar Synthetic Substitute, Cemented, Open Approach","Poisoning by digestants, undetermined, sequela"
907,Kimia,30,"Dilation of Right Common Carotid Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Open Approach","Bipolar disorder, current episode manic without psychotic features, mild"
908,Skimia,63,"Replacement of Esophageal Vein with Synthetic Substitute, Percutaneous Endoscopic Approach","Laceration of rectum, subsequent encounter"
909,Skibox,81,"Resection of Right Iris, Percutaneous Approach","Adverse effect of stimulant laxatives, sequela"
910,Twitternation,31,"Revision of Synthetic Substitute in Right Scapula, Open Approach","Other physeal fracture of unspecified calcaneus, initial encounter for open fracture"
911,Eayo,73,"Insertion of Rigid Plate Internal Fixation Device into Sternum, Percutaneous Approach","Poisoning by anticoagulants, accidental (unintentional), subsequent encounter"
912,Jabbersphere,25,"Release Right Tibia, Percutaneous Approach",Obstruction due to foreign body accidentally left in body following procedure
913,Skibox,90,Beam Radiation of Larynx using Neutron Capture,"Gastroduodenitis, unspecified, with bleeding"
914,Yata,14,"Transfer Right Foot Subcutaneous Tissue and Fascia with Skin and Subcutaneous Tissue, Percutaneous Approach","Quadruplet liveborn infant, delivered vaginally"
915,Innojam,48,"Excision of Right Shoulder Tendon, Percutaneous Endoscopic Approach","Nondisplaced oblique fracture of shaft of unspecified femur, initial encounter for open fracture type I or II"
916,Mynte,47,"Removal of Infusion Device from Left Sternoclavicular Joint, Percutaneous Approach","Major osseous defect, unspecified hand"
917,Kwideo,7,"Destruction of Portal Vein, Percutaneous Approach","Stress fracture, left humerus, subsequent encounter for fracture with delayed healing"
918,Ainyx,89,"Excision of Right Trunk Muscle, Percutaneous Approach, Diagnostic",Stressful work schedule
919,Kayveo,37,"Muscle Performance Assessment of Integumentary System - Upper Back / Upper Extremity using Assistive, Adaptive, Supportive or Protective Equipment","Displaced oblique fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with routine healing"
920,Thoughtstorm,57,"Occlusion of Left Subclavian Vein with Extraluminal Device, Open Approach",Crushing injury of ankle and foot
921,Dynava,87,"Chiropractic Manipulation of Thoracic Region, Long and Short Lever Specific Contact","Other anterior subluxation of right hip, sequela"
922,Mydeo,29,"Insertion of Spacer into Left Acromioclavicular Joint, Percutaneous Endoscopic Approach",Nontraumatic subarachnoid hemorrhage from unspecified middle cerebral artery
923,Buzzster,56,"Drainage of Right Cephalic Vein, Percutaneous Endoscopic Approach","Unspecified fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with delayed healing"
924,Oyoyo,100,"Destruction of Bilateral Seminal Vesicles, Percutaneous Endoscopic Approach","Retinopathy of prematurity, unspecified, unspecified eye"
925,Thoughtsphere,92,"Fragmentation in Right Lower Lobe Bronchus, Open Approach",Driver of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle in traffic accident
926,Kwimbee,47,"Supplement Left Orbit with Synthetic Substitute, Percutaneous Endoscopic Approach","Other superficial bite of hip, right hip, sequela"
927,Gigazoom,32,Computerized Tomography (CT Scan) of Bilateral Eyes using High Osmolar Contrast,"Abrasion of left thumb, initial encounter"
928,Zoonder,71,"Insertion of Infusion Device into Right Lesser Saphenous Vein, Percutaneous Approach",Garden or yard of other specified residential institution as the place of occurrence of the external cause
929,Thoughtworks,33,"Drainage of Left Sublingual Gland with Drainage Device, Open Approach","Monteggia's fracture of left ulna, sequela"
930,Layo,47,"Supplement Left Lower Extremity Lymphatic with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",Crohn's disease of large intestine with unspecified complications
931,Twitterbeat,22,"Dilation of Coronary Artery, Four or More Arteries with Three Drug-eluting Intraluminal Devices, Open Approach","Infections following infusion, transfusion and therapeutic injection"
932,Twinder,34,"Reposition Right Fibula with Internal Fixation Device, Open Approach","Maternal care for other abnormalities of gravid uterus, first trimester"
933,Oyondu,62,"Dilation of Right External Iliac Artery, Bifurcation, with Four or More Intraluminal Devices, Open Approach","Protozoal intestinal disease, unspecified"
934,Aimbu,84,"Excision of Right Upper Arm Muscle, Percutaneous Endoscopic Approach, Diagnostic",Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting right dominant side
935,Edgewire,2,"Supplement Gastric Vein with Synthetic Substitute, Percutaneous Approach","Open bite of left wrist, initial encounter"
936,Photolist,28,"Excision of Right Lower Arm and Wrist Muscle, Percutaneous Approach, Diagnostic","Adverse effect of glucocorticoids and synthetic analogues, subsequent encounter"
937,Zooxo,37,"Transfer Tibial Nerve to Femoral Nerve, Open Approach","External constriction of unspecified part of neck, subsequent encounter"
938,Oyondu,76,"Removal of External Fixation Device from Right Humeral Shaft, External Approach","Other traumatic displaced spondylolisthesis of fourth cervical vertebra, subsequent encounter for fracture with nonunion"
939,Trudeo,43,"Dilation of Left Anterior Tibial Artery, Bifurcation, with Two Intraluminal Devices, Percutaneous Endoscopic Approach","Posterior dislocation of unspecified radial head, initial encounter"
940,Youopia,89,Wound Management Treatment of Musculoskeletal System - Lower Back / Lower Extremity using Electrotherapeutic Equipment,"Pathological fracture, right ulna, subsequent encounter for fracture with nonunion"
941,Eidel,88,"Tendons, Division","Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, accidental (unintentional), subsequent encounter"
942,Babblestorm,86,"Supplement Right External Iliac Vein with Synthetic Substitute, Open Approach",Disruptive mood dysregulation disorder
943,Edgeblab,43,"Fusion of Thoracic Vertebral Joint with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach",Failed attempted termination of pregnancy with other and unspecified complications
944,Photofeed,93,"Reattachment of Right Thumb, Open Approach","Other osteomyelitis, ankle and foot"
945,Wikido,29,"Removal of Autologous Tissue Substitute from Upper Vein, Percutaneous Approach","Poisoning by insulin and oral hypoglycemic [antidiabetic] drugs, assault, initial encounter"
946,Flashpoint,17,"Reposition Left Shoulder Muscle, Percutaneous Endoscopic Approach","Air embolism (traumatic), initial encounter"
947,Zoombox,56,"Bypass Superior Mesenteric Vein to Lower Vein with Nonautologous Tissue Substitute, Open Approach","Other superficial bite of penis, sequela"
948,Dabtype,12,"Fragmentation in Right Parotid Duct, Via Natural or Artificial Opening","Other injury of flexor muscle, fascia and tendon of left little finger at forearm level, initial encounter"
949,Jabberstorm,31,"Bypass Right Common Iliac Artery to Mesenteric Artery with Autologous Arterial Tissue, Open Approach",Blood donor
950,Innojam,55,"Excision of Right Upper Leg Tendon, Percutaneous Approach, Diagnostic","Other specified disorders of synovium and tendon, hip"
951,Realcube,60,"Excision of Left Brachial Artery, Open Approach",Unspecified abnormal findings in urine
952,Yadel,15,"Revision of Nonautologous Tissue Substitute in Right Knee Joint, Percutaneous Approach","Pedestrian on skateboard injured in collision with two- or three-wheeled motor vehicle, unspecified whether traffic or nontraffic accident, sequela"
953,Quinu,97,"Reposition Left Hand Bursa and Ligament, Percutaneous Endoscopic Approach",Retained (nonmagnetic) (old) foreign body in vitreous body
954,Eare,58,"Revision of Radioactive Element in Gastrointestinal Tract, Via Natural or Artificial Opening",Other nondisplaced fracture of third cervical vertebra
955,Wikizz,79,"Repair Sternum, Open Approach","Laceration of unspecified blood vessel at shoulder and upper arm level, left arm, sequela"
956,Wikido,48,"Removal of Vascular Access Device from Lower Extremity Subcutaneous Tissue and Fascia, Percutaneous Approach","Multiple fractures of ribs, bilateral, initial encounter for closed fracture"
957,Brainverse,77,"Bypass Cecum to Transverse Colon with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic","Disorders of muscle in diseases classified elsewhere, hand"
958,Tavu,80,"Excision of Esophagus, Open Approach","Other fracture of lower end of unspecified ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC"
959,Gabspot,93,"Restriction of Left Renal Artery, Open Approach",Other secondary hypertension
960,Tagpad,71,"Excision of Thoracic Aorta, Descending, Percutaneous Endoscopic Approach, Diagnostic","Pressure ulcer of right buttock, stage 4"
961,Jaxbean,30,"Insertion of Single Channel Cochlear Prosthesis into Left Inner Ear, Open Approach",Puncture wound without foreign body of shoulder
962,Kanoodle,18,"Restriction of Abdominal Aorta, Bifurcation, with Intraluminal Device, Percutaneous Endoscopic Approach","Nondisplaced fracture of distal phalanx of right ring finger, subsequent encounter for fracture with delayed healing"
963,Dabvine,100,"Dilation of Left Common Iliac Artery with Two Drug-eluting Intraluminal Devices, Percutaneous Approach",Monoplegia of lower limb following other cerebrovascular disease affecting left dominant side
964,Buzzdog,88,Plain Radiography of Left Foot/Toe Joint using Other Contrast,"Nondisplaced oblique fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with nonunion"
965,Riffwire,33,"Insertion of Intramedullary Internal Fixation Device into Right Radius, Percutaneous Approach","Unspecified traumatic displaced spondylolisthesis of sixth cervical vertebra, subsequent encounter for fracture with nonunion"
966,Wikibox,69,Tomographic (Tomo) Nuclear Medicine Imaging of Pelvis using Other Radionuclide,"Other generalized epilepsy and epileptic syndromes, intractable, with status epilepticus"
967,Cogilith,59,"Occlusion of Right Hypogastric Vein with Extraluminal Device, Percutaneous Endoscopic Approach","Poisoning by caffeine, accidental (unintentional), sequela"
968,Twitterwire,73,"Drainage of Small Intestine with Drainage Device, Via Natural or Artificial Opening Endoscopic","Injury of musculocutaneous nerve, right arm, subsequent encounter"
969,Twitterbridge,17,Plain Radiography of Left Lower Extremity Arteries using Other Contrast,"Unspecified Zone I fracture of sacrum, subsequent encounter for fracture with delayed healing"
970,Fadeo,12,"Alteration of Chest Wall with Nonautologous Tissue Substitute, Percutaneous Approach",Polyp of vocal cord and larynx
971,Topicshots,20,"Removal of Infusion Device from Ovary, Percutaneous Approach","Motorcycle passenger injured in collision with other motor vehicles in nontraffic accident, initial encounter"
972,Oyondu,60,"Insertion of Limb Lengthening External Fixation Device into Left Tibia, Percutaneous Endoscopic Approach",Damage to pelvic organs following (induced) termination of pregnancy
973,Einti,94,"Destruction of Left Maxilla, Percutaneous Endoscopic Approach","Conjunctivochalasis, bilateral"
974,Buzzshare,83,"Reattachment of Right Lower Extremity, Open Approach",Non-pressure chronic ulcer of heel and midfoot
975,Ailane,74,"Revision of Drainage Device in Right Metatarsal-Tarsal Joint, External Approach","Military operations involving explosion of marine mine, civilian"
976,Photolist,67,"Repair Hypoglossal Nerve, Percutaneous Endoscopic Approach","Complex tear of medial meniscus, current injury, right knee, initial encounter"
977,Topicshots,67,"Alteration of Right Knee Region with Nonautologous Tissue Substitute, Percutaneous Approach",Other fracture of shaft of unspecified femur
978,Rhyzio,61,"Fusion of Lumbosacral Joint with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach","Other fracture of shaft of unspecified femur, sequela"
979,Zoomdog,76,"Transfusion of Autologous Antihemophilic Factors into Central Vein, Percutaneous Approach","Stenosis of coronary artery stent, subsequent encounter"
980,Dynazzy,45,"Mouth and Throat, Insertion","Poisoning by, adverse effect of and underdosing of androgens and anabolic congeners"
981,Blogpad,57,"Insertion of Contractility Modulation Device into Chest Subcutaneous Tissue and Fascia, Open Approach","Legal intervention involving injury by machine gun, suspect injured, initial encounter"
982,Tagfeed,62,"Occlusion of Lower Vein with Intraluminal Device, Open Approach","Other balloon accident injuring occupant, sequela"
983,Oyoloo,46,"Restriction of Left Popliteal Artery, Percutaneous Endoscopic Approach","Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with malunion"
984,Trilith,28,"Supplement Left Wrist Region with Nonautologous Tissue Substitute, Open Approach","Exposure to other natural radiation, subsequent encounter"
